date,route_code,route_name,vessel_type,rate_per_barrel,currency
2024-05-20,TC5,North Sea to Continent,VLCC,5.274,USD
2024-05-21,TC5,North Sea to Continent,VLCC,5.247,USD
2024-05-22,TC5,North Sea to Continent,VLCC,5.128,USD
2024-05-23,TC5,North Sea to Continent,VLCC,5.085,USD
2024-05-24,TC5,North Sea to Continent,VLCC,5.088,USD
2024-05-25,TC5,North Sea to Continent,VLCC,5.234,USD
2024-05-26,TC5,North Sea to Continent,VLCC,5.202,USD
2024-05-27,TC5,North Sea to Continent,VLCC,5.307,USD
2024-05-28,TC5,North Sea to Continent,VLCC,5.447,USD
2024-05-29,TC5,North Sea to Continent,VLCC,5.586,USD
2024-05-30,TC5,North Sea to Continent,VLCC,5.609,USD
2024-05-31,TC5,North Sea to Continent,VLCC,5.405,USD
2024-06-01,TC5,North Sea to Continent,VLCC,5.446,USD
2024-06-02,TC5,North Sea to Continent,VLCC,5.546,USD
2024-06-03,TC5,North Sea to Continent,VLCC,5.532,USD
2024-06-04,TC5,North Sea to Continent,VLCC,5.701,USD
2024-06-05,TC5,North Sea to Continent,VLCC,5.779,USD
2024-06-06,TC5,North Sea to Continent,VLCC,5.827,USD
2024-06-07,TC5,North Sea to Continent,VLCC,5.927,USD
2024-06-08,TC5,North Sea to Continent,VLCC,5.95,USD
2024-06-09,TC5,North Sea to Continent,VLCC,5.689,USD
2024-06-10,TC5,North Sea to Continent,VLCC,5.631,USD
2024-06-11,TC5,North Sea to Continent,VLCC,5.744,USD
2024-06-12,TC5,North Sea to Continent,VLCC,5.654,USD
2024-06-13,TC5,North Sea to Continent,VLCC,5.623,USD
2024-06-14,TC5,North Sea to Continent,VLCC,5.511,USD
2024-06-15,TC5,North Sea to Continent,VLCC,5.684,USD
2024-06-16,TC5,North Sea to Continent,VLCC,5.844,USD
2024-06-17,TC5,North Sea to Continent,VLCC,5.746,USD
2024-06-18,TC5,North Sea to Continent,VLCC,5.751,USD
2024-06-19,TC5,North Sea to Continent,VLCC,5.674,USD
2024-06-20,TC5,North Sea to Continent,VLCC,5.728,USD
2024-06-21,TC5,North Sea to Continent,VLCC,5.77,USD
2024-06-22,TC5,North Sea to Continent,VLCC,5.843,USD
2024-06-23,TC5,North Sea to Continent,VLCC,5.866,USD
2024-06-24,TC5,North Sea to Continent,VLCC,6.151,USD
2024-06-25,TC5,North Sea to Continent,VLCC,6.035,USD
2024-06-26,TC5,North Sea to Continent,VLCC,5.851,USD
2024-06-27,TC5,North Sea to Continent,VLCC,5.802,USD
2024-06-28,TC5,North Sea to Continent,VLCC,5.635,USD
2024-06-29,TC5,North Sea to Continent,VLCC,5.478,USD
2024-06-30,TC5,North Sea to Continent,VLCC,5.372,USD
2024-07-01,TC5,North Sea to Continent,VLCC,5.274,USD
2024-07-02,TC5,North Sea to Continent,VLCC,5.175,USD
2024-07-03,TC5,North Sea to Continent,VLCC,5.224,USD
2024-07-04,TC5,North Sea to Continent,VLCC,5.17,USD
2024-07-05,TC5,North Sea to Continent,VLCC,5.149,USD
2024-07-06,TC5,North Sea to Continent,VLCC,5.237,USD
2024-07-07,TC5,North Sea to Continent,VLCC,5.157,USD
2024-07-08,TC5,North Sea to Continent,VLCC,5.128,USD
2024-07-09,TC5,North Sea to Continent,VLCC,5.163,USD
2024-07-10,TC5,North Sea to Continent,VLCC,4.966,USD
2024-07-11,TC5,North Sea to Continent,VLCC,4.726,USD
2024-07-12,TC5,North Sea to Continent,VLCC,4.764,USD
2024-07-13,TC5,North Sea to Continent,VLCC,4.815,USD
2024-07-14,TC5,North Sea to Continent,VLCC,5.024,USD
2024-07-15,TC5,North Sea to Continent,VLCC,5.04,USD
2024-07-16,TC5,North Sea to Continent,VLCC,5.122,USD
2024-07-17,TC5,North Sea to Continent,VLCC,5.102,USD
2024-07-18,TC5,North Sea to Continent,VLCC,5.131,USD
2024-07-19,TC5,North Sea to Continent,VLCC,5.297,USD
2024-07-20,TC5,North Sea to Continent,VLCC,5.082,USD
2024-07-21,TC5,North Sea to Continent,VLCC,5.123,USD
2024-07-22,TC5,North Sea to Continent,VLCC,5.338,USD
2024-07-23,TC5,North Sea to Continent,VLCC,5.364,USD
2024-07-24,TC5,North Sea to Continent,VLCC,5.527,USD
2024-07-25,TC5,North Sea to Continent,VLCC,5.46,USD
2024-07-26,TC5,North Sea to Continent,VLCC,5.454,USD
2024-07-27,TC5,North Sea to Continent,VLCC,5.454,USD
2024-07-28,TC5,North Sea to Continent,VLCC,5.229,USD
2024-07-29,TC5,North Sea to Continent,VLCC,5.111,USD
2024-07-30,TC5,North Sea to Continent,VLCC,5.002,USD
2024-07-31,TC5,North Sea to Continent,VLCC,5.087,USD
2024-08-01,TC5,North Sea to Continent,VLCC,5.176,USD
2024-08-02,TC5,North Sea to Continent,VLCC,5.21,USD
2024-08-03,TC5,North Sea to Continent,VLCC,5.293,USD
2024-08-04,TC5,North Sea to Continent,VLCC,5.277,USD
2024-08-05,TC5,North Sea to Continent,VLCC,5.398,USD
2024-08-06,TC5,North Sea to Continent,VLCC,5.398,USD
2024-08-07,TC5,North Sea to Continent,VLCC,5.404,USD
2024-08-08,TC5,North Sea to Continent,VLCC,5.377,USD
2024-08-09,TC5,North Sea to Continent,VLCC,5.446,USD
2024-08-10,TC5,North Sea to Continent,VLCC,5.404,USD
2024-08-11,TC5,North Sea to Continent,VLCC,5.502,USD
2024-08-12,TC5,North Sea to Continent,VLCC,5.388,USD
2024-08-13,TC5,North Sea to Continent,VLCC,5.279,USD
2024-08-14,TC5,North Sea to Continent,VLCC,5.35,USD
2024-08-15,TC5,North Sea to Continent,VLCC,5.343,USD
2024-08-16,TC5,North Sea to Continent,VLCC,5.299,USD
2024-08-17,TC5,North Sea to Continent,VLCC,5.391,USD
2024-08-18,TC5,North Sea to Continent,VLCC,5.333,USD
2024-08-19,TC5,North Sea to Continent,VLCC,5.315,USD
2024-08-20,TC5,North Sea to Continent,VLCC,5.459,USD
2024-08-21,TC5,North Sea to Continent,VLCC,5.616,USD
2024-08-22,TC5,North Sea to Continent,VLCC,5.774,USD
2024-08-23,TC5,North Sea to Continent,VLCC,5.745,USD
2024-08-24,TC5,North Sea to Continent,VLCC,5.869,USD
2024-08-25,TC5,North Sea to Continent,VLCC,5.772,USD
2024-08-26,TC5,North Sea to Continent,VLCC,5.681,USD
2024-08-27,TC5,North Sea to Continent,VLCC,5.447,USD
2024-08-28,TC5,North Sea to Continent,VLCC,5.618,USD
2024-08-29,TC5,North Sea to Continent,VLCC,5.534,USD
2024-08-30,TC5,North Sea to Continent,VLCC,5.525,USD
2024-08-31,TC5,North Sea to Continent,VLCC,5.437,USD
2024-09-01,TC5,North Sea to Continent,VLCC,5.512,USD
2024-09-02,TC5,North Sea to Continent,VLCC,5.479,USD
2024-09-03,TC5,North Sea to Continent,VLCC,5.353,USD
2024-09-04,TC5,North Sea to Continent,VLCC,5.403,USD
2024-09-05,TC5,North Sea to Continent,VLCC,5.266,USD
2024-09-06,TC5,North Sea to Continent,VLCC,5.19,USD
2024-09-07,TC5,North Sea to Continent,VLCC,4.987,USD
2024-09-08,TC5,North Sea to Continent,VLCC,4.855,USD
2024-09-09,TC5,North Sea to Continent,VLCC,4.886,USD
2024-09-10,TC5,North Sea to Continent,VLCC,4.701,USD
2024-09-11,TC5,North Sea to Continent,VLCC,4.568,USD
2024-09-12,TC5,North Sea to Continent,VLCC,4.584,USD
2024-09-13,TC5,North Sea to Continent,VLCC,4.546,USD
2024-09-14,TC5,North Sea to Continent,VLCC,4.763,USD
2024-09-15,TC5,North Sea to Continent,VLCC,4.962,USD
2024-09-16,TC5,North Sea to Continent,VLCC,4.889,USD
2024-09-17,TC5,North Sea to Continent,VLCC,4.959,USD
2024-09-18,TC5,North Sea to Continent,VLCC,5.048,USD
2024-09-19,TC5,North Sea to Continent,VLCC,5.002,USD
2024-09-20,TC5,North Sea to Continent,VLCC,4.866,USD
2024-09-21,TC5,North Sea to Continent,VLCC,4.88,USD
2024-09-22,TC5,North Sea to Continent,VLCC,4.879,USD
2024-09-23,TC5,North Sea to Continent,VLCC,4.851,USD
2024-09-24,TC5,North Sea to Continent,VLCC,4.913,USD
2024-09-25,TC5,North Sea to Continent,VLCC,4.854,USD
2024-09-26,TC5,North Sea to Continent,VLCC,4.755,USD
2024-09-27,TC5,North Sea to Continent,VLCC,4.784,USD
2024-09-28,TC5,North Sea to Continent,VLCC,4.842,USD
2024-09-29,TC5,North Sea to Continent,VLCC,4.742,USD
2024-09-30,TC5,North Sea to Continent,VLCC,4.854,USD
2024-10-01,TC5,North Sea to Continent,VLCC,4.695,USD
2024-10-02,TC5,North Sea to Continent,VLCC,4.657,USD
2024-10-03,TC5,North Sea to Continent,VLCC,4.652,USD
2024-10-04,TC5,North Sea to Continent,VLCC,4.61,USD
2024-10-05,TC5,North Sea to Continent,VLCC,4.575,USD
2024-10-06,TC5,North Sea to Continent,VLCC,4.785,USD
2024-10-07,TC5,North Sea to Continent,VLCC,4.721,USD
2024-10-08,TC5,North Sea to Continent,VLCC,4.987,USD
2024-10-09,TC5,North Sea to Continent,VLCC,5.05,USD
2024-10-10,TC5,North Sea to Continent,VLCC,5.078,USD
2024-10-11,TC5,North Sea to Continent,VLCC,5.145,USD
2024-10-12,TC5,North Sea to Continent,VLCC,5.417,USD
2024-10-13,TC5,North Sea to Continent,VLCC,5.333,USD
2024-10-14,TC5,North Sea to Continent,VLCC,5.238,USD
2024-10-15,TC5,North Sea to Continent,VLCC,5.18,USD
2024-10-16,TC5,North Sea to Continent,VLCC,5.202,USD
2024-10-17,TC5,North Sea to Continent,VLCC,5.048,USD
2024-10-18,TC5,North Sea to Continent,VLCC,5.071,USD
2024-10-19,TC5,North Sea to Continent,VLCC,5.261,USD
2024-10-20,TC5,North Sea to Continent,VLCC,5.296,USD
2024-10-21,TC5,North Sea to Continent,VLCC,5.285,USD
2024-10-22,TC5,North Sea to Continent,VLCC,5.242,USD
2024-10-23,TC5,North Sea to Continent,VLCC,5.352,USD
2024-10-24,TC5,North Sea to Continent,VLCC,5.288,USD
2024-10-25,TC5,North Sea to Continent,VLCC,5.494,USD
2024-10-26,TC5,North Sea to Continent,VLCC,5.706,USD
2024-10-27,TC5,North Sea to Continent,VLCC,5.748,USD
2024-10-28,TC5,North Sea to Continent,VLCC,5.762,USD
2024-10-29,TC5,North Sea to Continent,VLCC,5.882,USD
2024-10-30,TC5,North Sea to Continent,VLCC,6.006,USD
2024-10-31,TC5,North Sea to Continent,VLCC,5.939,USD
2024-11-01,TC5,North Sea to Continent,VLCC,5.901,USD
2024-11-02,TC5,North Sea to Continent,VLCC,5.784,USD
2024-11-03,TC5,North Sea to Continent,VLCC,5.841,USD
2024-11-04,TC5,North Sea to Continent,VLCC,5.925,USD
2024-11-05,TC5,North Sea to Continent,VLCC,5.805,USD
2024-11-06,TC5,North Sea to Continent,VLCC,5.776,USD
2024-11-07,TC5,North Sea to Continent,VLCC,5.658,USD
2024-11-08,TC5,North Sea to Continent,VLCC,5.587,USD
2024-11-09,TC5,North Sea to Continent,VLCC,5.662,USD
2024-11-10,TC5,North Sea to Continent,VLCC,5.607,USD
2024-11-11,TC5,North Sea to Continent,VLCC,5.597,USD
2024-11-12,TC5,North Sea to Continent,VLCC,5.453,USD
2024-11-13,TC5,North Sea to Continent,VLCC,5.494,USD
2024-11-14,TC5,North Sea to Continent,VLCC,5.511,USD
2024-11-15,TC5,North Sea to Continent,VLCC,5.459,USD
2024-11-16,TC5,North Sea to Continent,VLCC,5.462,USD
2024-11-17,TC5,North Sea to Continent,VLCC,5.502,USD
2024-11-18,TC5,North Sea to Continent,VLCC,5.442,USD
2024-11-19,TC5,North Sea to Continent,VLCC,5.317,USD
2024-11-20,TC5,North Sea to Continent,VLCC,5.522,USD
2024-11-21,TC5,North Sea to Continent,VLCC,5.48,USD
2024-11-22,TC5,North Sea to Continent,VLCC,5.493,USD
2024-11-23,TC5,North Sea to Continent,VLCC,5.617,USD
2024-11-24,TC5,North Sea to Continent,VLCC,5.993,USD
2024-11-25,TC5,North Sea to Continent,VLCC,5.886,USD
2024-11-26,TC5,North Sea to Continent,VLCC,5.95,USD
2024-11-27,TC5,North Sea to Continent,VLCC,5.897,USD
2024-11-28,TC5,North Sea to Continent,VLCC,5.862,USD
2024-11-29,TC5,North Sea to Continent,VLCC,5.809,USD
2024-11-30,TC5,North Sea to Continent,VLCC,5.716,USD
2024-12-01,TC5,North Sea to Continent,VLCC,5.733,USD
2024-12-02,TC5,North Sea to Continent,VLCC,5.606,USD
2024-12-03,TC5,North Sea to Continent,VLCC,5.723,USD
2024-12-04,TC5,North Sea to Continent,VLCC,5.75,USD
2024-12-05,TC5,North Sea to Continent,VLCC,5.814,USD
2024-12-06,TC5,North Sea to Continent,VLCC,5.787,USD
2024-12-07,TC5,North Sea to Continent,VLCC,5.771,USD
2024-12-08,TC5,North Sea to Continent,VLCC,5.821,USD
2024-12-09,TC5,North Sea to Continent,VLCC,5.725,USD
2024-12-10,TC5,North Sea to Continent,VLCC,5.71,USD
2024-12-11,TC5,North Sea to Continent,VLCC,5.646,USD
2024-12-12,TC5,North Sea to Continent,VLCC,5.579,USD
2024-12-13,TC5,North Sea to Continent,VLCC,5.39,USD
2024-12-14,TC5,North Sea to Continent,VLCC,5.549,USD
2024-12-15,TC5,North Sea to Continent,VLCC,5.504,USD
2024-12-16,TC5,North Sea to Continent,VLCC,5.644,USD
2024-12-17,TC5,North Sea to Continent,VLCC,5.774,USD
2024-12-18,TC5,North Sea to Continent,VLCC,5.666,USD
2024-12-19,TC5,North Sea to Continent,VLCC,5.579,USD
2024-12-20,TC5,North Sea to Continent,VLCC,5.859,USD
2024-12-21,TC5,North Sea to Continent,VLCC,6.055,USD
2024-12-22,TC5,North Sea to Continent,VLCC,6.071,USD
2024-12-23,TC5,North Sea to Continent,VLCC,6.115,USD
2024-12-24,TC5,North Sea to Continent,VLCC,6.069,USD
2024-12-25,TC5,North Sea to Continent,VLCC,6.131,USD
2024-12-26,TC5,North Sea to Continent,VLCC,6.076,USD
2024-12-27,TC5,North Sea to Continent,VLCC,5.89,USD
2024-12-28,TC5,North Sea to Continent,VLCC,5.777,USD
2024-12-29,TC5,North Sea to Continent,VLCC,5.8,USD
2024-12-30,TC5,North Sea to Continent,VLCC,5.707,USD
2024-12-31,TC5,North Sea to Continent,VLCC,5.722,USD
2025-01-01,TC5,North Sea to Continent,VLCC,5.635,USD
2025-01-02,TC5,North Sea to Continent,VLCC,5.579,USD
2025-01-03,TC5,North Sea to Continent,VLCC,5.687,USD
2025-01-04,TC5,North Sea to Continent,VLCC,5.734,USD
2025-01-05,TC5,North Sea to Continent,VLCC,5.753,USD
2025-01-06,TC5,North Sea to Continent,VLCC,5.862,USD
2025-01-07,TC5,North Sea to Continent,VLCC,5.93,USD
2025-01-08,TC5,North Sea to Continent,VLCC,6.094,USD
2025-01-09,TC5,North Sea to Continent,VLCC,6.065,USD
2025-01-10,TC5,North Sea to Continent,VLCC,6.039,USD
2025-01-11,TC5,North Sea to Continent,VLCC,5.926,USD
2025-01-12,TC5,North Sea to Continent,VLCC,5.901,USD
2025-01-13,TC5,North Sea to Continent,VLCC,6.016,USD
2025-01-14,TC5,North Sea to Continent,VLCC,6.164,USD
2025-01-15,TC5,North Sea to Continent,VLCC,6.276,USD
2025-01-16,TC5,North Sea to Continent,VLCC,6.11,USD
2025-01-17,TC5,North Sea to Continent,VLCC,6.235,USD
2025-01-18,TC5,North Sea to Continent,VLCC,6.065,USD
2025-01-19,TC5,North Sea to Continent,VLCC,6.171,USD
2025-01-20,TC5,North Sea to Continent,VLCC,6.149,USD
2025-01-21,TC5,North Sea to Continent,VLCC,6.235,USD
2025-01-22,TC5,North Sea to Continent,VLCC,6.115,USD
2025-01-23,TC5,North Sea to Continent,VLCC,6.247,USD
2025-01-24,TC5,North Sea to Continent,VLCC,6.114,USD
2025-01-25,TC5,North Sea to Continent,VLCC,6.062,USD
2025-01-26,TC5,North Sea to Continent,VLCC,5.976,USD
2025-01-27,TC5,North Sea to Continent,VLCC,5.816,USD
2025-01-28,TC5,North Sea to Continent,VLCC,5.843,USD
2025-01-29,TC5,North Sea to Continent,VLCC,6.041,USD
2025-01-30,TC5,North Sea to Continent,VLCC,6.323,USD
2025-01-31,TC5,North Sea to Continent,VLCC,6.345,USD
2025-02-01,TC5,North Sea to Continent,VLCC,6.468,USD
2025-02-02,TC5,North Sea to Continent,VLCC,6.501,USD
2025-02-03,TC5,North Sea to Continent,VLCC,6.561,USD
2025-02-04,TC5,North Sea to Continent,VLCC,6.535,USD
2025-02-05,TC5,North Sea to Continent,VLCC,6.563,USD
2025-02-06,TC5,North Sea to Continent,VLCC,6.625,USD
2025-02-07,TC5,North Sea to Continent,VLCC,6.574,USD
2025-02-08,TC5,North Sea to Continent,VLCC,6.574,USD
2025-02-09,TC5,North Sea to Continent,VLCC,6.576,USD
2025-02-10,TC5,North Sea to Continent,VLCC,6.666,USD
2025-02-11,TC5,North Sea to Continent,VLCC,6.565,USD
2025-02-12,TC5,North Sea to Continent,VLCC,6.567,USD
2025-02-13,TC5,North Sea to Continent,VLCC,6.765,USD
2025-02-14,TC5,North Sea to Continent,VLCC,6.886,USD
2025-02-15,TC5,North Sea to Continent,VLCC,7.025,USD
2025-02-16,TC5,North Sea to Continent,VLCC,7.029,USD
2025-02-17,TC5,North Sea to Continent,VLCC,7.062,USD
2025-02-18,TC5,North Sea to Continent,VLCC,7.163,USD
2025-02-19,TC5,North Sea to Continent,VLCC,7.319,USD
2025-02-20,TC5,North Sea to Continent,VLCC,7.121,USD
2025-02-21,TC5,North Sea to Continent,VLCC,6.988,USD
2025-02-22,TC5,North Sea to Continent,VLCC,7.12,USD
2025-02-23,TC5,North Sea to Continent,VLCC,7.091,USD
2025-02-24,TC5,North Sea to Continent,VLCC,7.023,USD
2025-02-25,TC5,North Sea to Continent,VLCC,6.896,USD
2025-02-26,TC5,North Sea to Continent,VLCC,6.841,USD
2025-02-27,TC5,North Sea to Continent,VLCC,6.7,USD
2025-02-28,TC5,North Sea to Continent,VLCC,6.912,USD
2025-03-01,TC5,North Sea to Continent,VLCC,6.909,USD
2025-03-02,TC5,North Sea to Continent,VLCC,6.903,USD
2025-03-03,TC5,North Sea to Continent,VLCC,6.961,USD
2025-03-04,TC5,North Sea to Continent,VLCC,7.056,USD
2025-03-05,TC5,North Sea to Continent,VLCC,7.148,USD
2025-03-06,TC5,North Sea to Continent,VLCC,7.251,USD
2025-03-07,TC5,North Sea to Continent,VLCC,7.183,USD
2025-03-08,TC5,North Sea to Continent,VLCC,7.148,USD
2025-03-09,TC5,North Sea to Continent,VLCC,7.22,USD
2025-03-10,TC5,North Sea to Continent,VLCC,7.161,USD
2025-03-11,TC5,North Sea to Continent,VLCC,7.155,USD
2025-03-12,TC5,North Sea to Continent,VLCC,7.189,USD
2025-03-13,TC5,North Sea to Continent,VLCC,7.262,USD
2025-03-14,TC5,North Sea to Continent,VLCC,7.076,USD
2025-03-15,TC5,North Sea to Continent,VLCC,7.142,USD
2025-03-16,TC5,North Sea to Continent,VLCC,7.112,USD
2025-03-17,TC5,North Sea to Continent,VLCC,7.176,USD
2025-03-18,TC5,North Sea to Continent,VLCC,7.247,USD
2025-03-19,TC5,North Sea to Continent,VLCC,7.4,USD
2025-03-20,TC5,North Sea to Continent,VLCC,7.525,USD
2025-03-21,TC5,North Sea to Continent,VLCC,7.649,USD
2025-03-22,TC5,North Sea to Continent,VLCC,7.78,USD
2025-03-23,TC5,North Sea to Continent,VLCC,7.795,USD
2025-03-24,TC5,North Sea to Continent,VLCC,7.783,USD
2025-03-25,TC5,North Sea to Continent,VLCC,7.855,USD
2025-03-26,TC5,North Sea to Continent,VLCC,7.912,USD
2025-03-27,TC5,North Sea to Continent,VLCC,7.864,USD
2025-03-28,TC5,North Sea to Continent,VLCC,7.887,USD
2025-03-29,TC5,North Sea to Continent,VLCC,7.866,USD
2025-03-30,TC5,North Sea to Continent,VLCC,7.763,USD
2025-03-31,TC5,North Sea to Continent,VLCC,7.876,USD
2025-04-01,TC5,North Sea to Continent,VLCC,7.863,USD
2025-04-02,TC5,North Sea to Continent,VLCC,8.05,USD
2025-04-03,TC5,North Sea to Continent,VLCC,7.867,USD
2025-04-04,TC5,North Sea to Continent,VLCC,7.792,USD
2025-04-05,TC5,North Sea to Continent,VLCC,7.777,USD
2025-04-06,TC5,North Sea to Continent,VLCC,7.873,USD
2025-04-07,TC5,North Sea to Continent,VLCC,7.893,USD
2025-04-08,TC5,North Sea to Continent,VLCC,7.904,USD
2025-04-09,TC5,North Sea to Continent,VLCC,7.771,USD
2025-04-10,TC5,North Sea to Continent,VLCC,7.635,USD
2025-04-11,TC5,North Sea to Continent,VLCC,7.649,USD
2025-04-12,TC5,North Sea to Continent,VLCC,7.494,USD
2025-04-13,TC5,North Sea to Continent,VLCC,7.423,USD
2025-04-14,TC5,North Sea to Continent,VLCC,7.456,USD
2025-04-15,TC5,North Sea to Continent,VLCC,7.34,USD
2025-04-16,TC5,North Sea to Continent,VLCC,7.485,USD
2025-04-17,TC5,North Sea to Continent,VLCC,7.59,USD
2025-04-18,TC5,North Sea to Continent,VLCC,7.413,USD
2025-04-19,TC5,North Sea to Continent,VLCC,7.301,USD
2025-04-20,TC5,North Sea to Continent,VLCC,7.055,USD
2025-04-21,TC5,North Sea to Continent,VLCC,6.961,USD
2025-04-22,TC5,North Sea to Continent,VLCC,7.024,USD
2025-04-23,TC5,North Sea to Continent,VLCC,6.968,USD
2025-04-24,TC5,North Sea to Continent,VLCC,6.999,USD
2025-04-25,TC5,North Sea to Continent,VLCC,6.831,USD
2025-04-26,TC5,North Sea to Continent,VLCC,6.898,USD
2025-04-27,TC5,North Sea to Continent,VLCC,6.828,USD
2025-04-28,TC5,North Sea to Continent,VLCC,6.815,USD
2025-04-29,TC5,North Sea to Continent,VLCC,6.791,USD
2025-04-30,TC5,North Sea to Continent,VLCC,6.65,USD
2025-05-01,TC5,North Sea to Continent,VLCC,6.521,USD
2025-05-02,TC5,North Sea to Continent,VLCC,6.607,USD
2025-05-03,TC5,North Sea to Continent,VLCC,6.634,USD
2025-05-04,TC5,North Sea to Continent,VLCC,6.726,USD
2025-05-05,TC5,North Sea to Continent,VLCC,6.744,USD
2025-05-06,TC5,North Sea to Continent,VLCC,6.744,USD
2025-05-07,TC5,North Sea to Continent,VLCC,6.556,USD
2025-05-08,TC5,North Sea to Continent,VLCC,6.515,USD
2025-05-09,TC5,North Sea to Continent,VLCC,6.5,USD
2025-05-10,TC5,North Sea to Continent,VLCC,6.683,USD
2025-05-11,TC5,North Sea to Continent,VLCC,6.737,USD
2025-05-12,TC5,North Sea to Continent,VLCC,6.876,USD
2025-05-13,TC5,North Sea to Continent,VLCC,6.918,USD
2025-05-14,TC5,North Sea to Continent,VLCC,6.829,USD
2025-05-15,TC5,North Sea to Continent,VLCC,6.824,USD
2025-05-16,TC5,North Sea to Continent,VLCC,6.83,USD
2025-05-17,TC5,North Sea to Continent,VLCC,6.719,USD
2025-05-18,TC5,North Sea to Continent,VLCC,6.664,USD
2025-05-19,TC5,North Sea to Continent,VLCC,6.627,USD
2025-05-20,TC5,North Sea to Continent,VLCC,6.773,USD
2025-05-21,TC5,North Sea to Continent,VLCC,6.547,USD
2025-05-22,TC5,North Sea to Continent,VLCC,6.652,USD
2025-05-23,TC5,North Sea to Continent,VLCC,6.542,USD
2025-05-24,TC5,North Sea to Continent,VLCC,6.389,USD
2025-05-25,TC5,North Sea to Continent,VLCC,6.494,USD
2025-05-26,TC5,North Sea to Continent,VLCC,6.552,USD
2025-05-27,TC5,North Sea to Continent,VLCC,6.662,USD
2025-05-28,TC5,North Sea to Continent,VLCC,6.726,USD
2025-05-29,TC5,North Sea to Continent,VLCC,6.915,USD
2025-05-30,TC5,North Sea to Continent,VLCC,6.951,USD
2025-05-31,TC5,North Sea to Continent,VLCC,6.915,USD
2025-06-01,TC5,North Sea to Continent,VLCC,6.93,USD
2025-06-02,TC5,North Sea to Continent,VLCC,7.035,USD
2025-06-03,TC5,North Sea to Continent,VLCC,6.935,USD
2025-06-04,TC5,North Sea to Continent,VLCC,6.849,USD
2025-06-05,TC5,North Sea to Continent,VLCC,6.799,USD
2025-06-06,TC5,North Sea to Continent,VLCC,6.569,USD
2025-06-07,TC5,North Sea to Continent,VLCC,6.566,USD
2025-06-08,TC5,North Sea to Continent,VLCC,6.36,USD
2025-06-09,TC5,North Sea to Continent,VLCC,6.35,USD
2025-06-10,TC5,North Sea to Continent,VLCC,6.422,USD
2025-06-11,TC5,North Sea to Continent,VLCC,6.359,USD
2025-06-12,TC5,North Sea to Continent,VLCC,6.512,USD
2025-06-13,TC5,North Sea to Continent,VLCC,6.349,USD
2025-06-14,TC5,North Sea to Continent,VLCC,6.454,USD
2025-06-15,TC5,North Sea to Continent,VLCC,6.506,USD
2025-06-16,TC5,North Sea to Continent,VLCC,6.317,USD
2025-06-17,TC5,North Sea to Continent,VLCC,6.575,USD
2025-06-18,TC5,North Sea to Continent,VLCC,6.551,USD
2025-06-19,TC5,North Sea to Continent,VLCC,6.446,USD
2025-06-20,TC5,North Sea to Continent,VLCC,6.289,USD
2025-06-21,TC5,North Sea to Continent,VLCC,6.253,USD
2025-06-22,TC5,North Sea to Continent,VLCC,6.226,USD
2025-06-23,TC5,North Sea to Continent,VLCC,6.222,USD
2025-06-24,TC5,North Sea to Continent,VLCC,6.179,USD
2025-06-25,TC5,North Sea to Continent,VLCC,6.229,USD
2025-06-26,TC5,North Sea to Continent,VLCC,6.177,USD
2025-06-27,TC5,North Sea to Continent,VLCC,5.97,USD
2025-06-28,TC5,North Sea to Continent,VLCC,5.944,USD
2025-06-29,TC5,North Sea to Continent,VLCC,5.695,USD
2025-06-30,TC5,North Sea to Continent,VLCC,5.723,USD
2025-07-01,TC5,North Sea to Continent,VLCC,5.616,USD
2025-07-02,TC5,North Sea to Continent,VLCC,5.625,USD
2025-07-03,TC5,North Sea to Continent,VLCC,5.75,USD
2025-07-04,TC5,North Sea to Continent,VLCC,5.646,USD
2025-07-05,TC5,North Sea to Continent,VLCC,5.746,USD
2025-07-06,TC5,North Sea to Continent,VLCC,5.694,USD
2025-07-07,TC5,North Sea to Continent,VLCC,5.862,USD
2025-07-08,TC5,North Sea to Continent,VLCC,5.816,USD
2025-07-09,TC5,North Sea to Continent,VLCC,5.723,USD
2025-07-10,TC5,North Sea to Continent,VLCC,5.784,USD
2025-07-11,TC5,North Sea to Continent,VLCC,5.733,USD
2025-07-12,TC5,North Sea to Continent,VLCC,5.64,USD
2025-07-13,TC5,North Sea to Continent,VLCC,5.586,USD
2025-07-14,TC5,North Sea to Continent,VLCC,5.576,USD
2025-07-15,TC5,North Sea to Continent,VLCC,5.705,USD
2025-07-16,TC5,North Sea to Continent,VLCC,5.504,USD
2025-07-17,TC5,North Sea to Continent,VLCC,5.501,USD
2025-07-18,TC5,North Sea to Continent,VLCC,5.559,USD
2025-07-19,TC5,North Sea to Continent,VLCC,5.574,USD
2025-07-20,TC5,North Sea to Continent,VLCC,5.7,USD
2025-07-21,TC5,North Sea to Continent,VLCC,5.686,USD
2025-07-22,TC5,North Sea to Continent,VLCC,5.662,USD
2025-07-23,TC5,North Sea to Continent,VLCC,5.716,USD
2025-07-24,TC5,North Sea to Continent,VLCC,5.72,USD
2025-07-25,TC5,North Sea to Continent,VLCC,5.675,USD
2025-07-26,TC5,North Sea to Continent,VLCC,5.722,USD
2025-07-27,TC5,North Sea to Continent,VLCC,5.651,USD
2025-07-28,TC5,North Sea to Continent,VLCC,5.585,USD
2025-07-29,TC5,North Sea to Continent,VLCC,5.528,USD
